17765|Memoria RAM|256 MB||6453
17765|Memoria Flash|128 MB||6454
17765|Peso|790 g||6455
17765|Dimensiones|101 x 149 x 149 mm||6456
17765|Inclinaciòn|90º||6457
17765|Rotaciòn|±95°||6458
17764|Resoluciòn|HDTV 1080p 25/30 / fps / HDTV 1080p 50/60 fps / ||6459
17764|Memoria RAM|512 MB||6460
17764|Memoria Flash|256 MB||6461
17764|Dimensiones|205 x 78 x 46 mm / ||6462
17764|Peso|630 g||6463
17764|Audio|Bidireccional||6464
17764|Sensor de imagen|Barrido progresivo RGB CMOS 1 / 2.8 "||6465
17763|Resoluciòn|HDTV 720p 25/30 fps / HDTV 720P 50/60 fps||6467
17763|Audio|Bidireccional||6468
17763|Memoria RAM|512 MB||6469
17763|Memoria Flash|256 MB||6470
17763|Dimensiones|205 x 78 x 46 mm / ||6471
17763|Peso|630 g||6472
17761|Resoluciòn|1920/1080||6473
17761|Inclinaciòn|90º||6474
17761|Rotaciòn|±95°||6475
17761|Cuadros por Segundo|25/30||6476
17761|Memoria RAM|256 MB||6477
17761|Memoria Flash|128 MB||6478
17761|Peso|550 g||6479
17761|Dimensiones|101 x 149 x 149 mm / ||6480
17760|Resoluciòn|HDTV 1080p 1920 x 1080/ HDTV 720P 1280 x 720||6481
17760|Cuadros Por Segundo|60/50 HDTV 720p / 30/25 HDTV 1080p / ||6482
17760|Peso|3.7 Kg||6483
17760|Memoria RAM|512 MB||6484
17760|Memoria Flash|128 MB||6485
17760|Conectores|RJ45 10BASE-T/100BASE-TX PoE,RJ45||6486
17759|Resoluciòn|1280 x 720 p||6487
17759|Memoria RAM|512 MB||6488
17759|Memoria Flash|256 MB||6489
17759|Conectores|RJ45 10BASE-T/100BASE-TX PoE,RJ45||6490
17759|Dimensiones|217 x 188 x 188 mm / ||6491
17759|Peso|2.5 Kg||6492
17758|Resolucion|1920 x 1080 (HDTV 1080p)||6493
17758|Cuadros por segundo|25/30||6494
17758|Memoria RAM|512 MB||6495
17758|Memoria Flash|256 MB||6496
17758|Dimensiones|217 x 188 x1 88 mm||6497
17758|Peso|2.5 Kg||6498
17757|Resoluciòn|2592x1944 HDTV 1080p||6499
17757|Memoria RAM|512 MB||6500
17757|Memoria FLASH|128 MB||6501
17757|Conector|RJ45 10BASE-T/100BASE-TX PoE||6502
17756|Resoluciòn|1920 x 1080 (HDTV / 1080p)||6503
17756|Memoria RAM|256 MB||6504
17756|Memoria Flash|128 MB||6505
17756|Conectores|RJ45 10BASE-T/100BASE-TX PoE||6506
17756|Peso|787 g||6507
17756|Rotaciòn|0°,90°,180°,270°||6508
17779|Tipo|Montaje||6509
17779|Tipo de montaje|Poste||6510
17788|Tipo|Montaje||6511
17788|Tipo de Montaje|Fijo||6512
17812|Canales de video|8 TurboHD (TVI), Analógico||6513
17812|Conectores|BNC||6514
17812|Canales de Audio|4 Entradas de Audio (Conector RCA), 2 Salidas||6515
17812|Salidas de Video|HDMI y VGA Simultaneos||6516
17812|Entradas/Salidas de alarma|8 Entradas / 4 Salida.||6517
17812|Alimentaciòn|12VCD (consumo sin disco duro 20W).||6518
17812|Peso|5 Kg||6519
17812|Dimensiones|445 X 390 X 70 mm.||6520
17816|Conductor|CCA  ( Copper Clad Aluminium ) ( Alambre de Aluminio Recubierto de Cobre ). ||6521
17816|Calibre|18||6522
17816|Color|Blaco||6523
17816|Diámetro exterio|5.0 mm||6524
17858|Dimensiones del producto|16,6 x 8,8 x 5,1 cm||6525
17858|Peso del producto|349 g||6526
17858|Modelo|5014-202||6527
17857|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3"||6528
17857|Velocidad de imagen|25/30 imágenes por segundo con frecuencia de la línea de / alimentación de 50/60 Hz||6529
17857|Movimiento|horizontal/vertical y zoom||6530
17857|Rotación|0°, 90°, 180°, 270°, incluido formato pasillo||6531
17857|Vídeo inteligente|Detección de movimiento por vídeo, alarma antimanipulación / activa, detección de audio.||6532
17857|Memoria|256 MB de RAM, 128 MB de Flash||6533
17857|Alimentación|12,1 W máx||6534
17857|Temperatura funcional|De -40 °C a 55 °C / Humedad relativa del 10 al 100 % (con condensación)||6535
17857|Peso|1,5 kg, con parasol||6536
17856|Modelo|AXIS M1013: Conexión por cable: SVGA||6537
17856|Sensor de imagen|CMOS RGB de barrido progresivo de 1/4”||6538
17856|Lente|: 2,8 mm: visión de 67°a, F2.0, iris fijo, / enfoque ajustable.||6539
17856|Movimiento|Horizontal/vertical / y zoom||6540
17856|Vídeo inteligente|Detección de movimiento por vídeo y alarma antimanipulación / activa||6541
17856|Memoria|256 MB de RAM, 128 MB de Flash||6542
17856|Resolucion|800x600 a 320x240||6543
17856|Alimentación|4,9–5,1 V CC, 6,5 W máx||6544
17856|Temperatura funcional|De 0 °C a 40 °C / Humedad relativa del 20 al 80 % (sin condensación)||6545
17855|Modelo|AXIS M1014: Conexión por cable: 1 MP/HDTV 720p||6546
17855|Sensor de imagen|CMOS RGB de barrido progresivo de 1/4”||6547
17855|Lente|2,8 mm: visión de 80°a, F2.0, iris fijo, enfoque ajustable||6548
17855|Movimiento|horizontal/vertical y zoom||6549
17855|Vídeo inteligente|Detección de movimiento por vídeo y alarma antimanipulación / activa||6550
17855|Memoria|256 MB de RAM, 128 MB de Flash||6551
17855|Resolucion|1280x800 a 320x240||6552
17855|Velocidad de imagen|H.264: 30 imágenes por segundo en todas las resoluciones / Motion JPEG: 30 imágenes por segundo en todas las resoluciones / (el rendimiento se puede ver reducido en modo inalámbrico||6553
17855|Alimentación|4,9–5,1 V CC, 6,5 W máx||6554
17855|Temperatura funcional|De 0 °C a 40 °C / Humedad relativa del 20 al 80 % (sin condensación)||6555
17855|Peso|111 g||6556
17853|Sensor de imagen|CMOS RGB de barrido progresivo de 1/4” y 1 megapíxel||6557
17853|Lente|2,8 mm, F2.0, iris fijo Ángulo de visión horizontal: 80°||6558
17853|Resolucion|1280x800 a 160x90||6559
17853|Movimiento|Horizontal/vertical / y zoom, PTZ digital, posiciones predefinidas, ronda de vigilancia||6560
17853|Vídeo inteligente|Detección de movimiento por vídeo y alarma antimanipulación / activa.||6561
17853|Activadores de evento.|Vídeo inteligente||6562
17853|Memoria|128 MB de RAM, 128 MB de Flash||6563
17853|Alimentación|Alimentación a través de Ethernet IEEE 802.3af/802.3at Tipo 1 Clase 1||6564
17853|Temperatura funcional|0 °C a 45 °C / Humedad relativa del 20 al 80 % (sin condensación)||6565
17853|Peso|260 g||6566
17860|Sensor de imagen|CMOS RGB de barrido progresivo de 1/4”||6567
17860|Ajuste de ángulo de cámara|Horizontal ±175°, vertical 56°, rotación ±175°||6568
17860|Resolucion|De 1280x800 (1 MP) a 320x240||6569
17860|Movimiento|Horizontal/vertical / y zoom||6570
17860|Memoria|256 MB de RAM, 128 MB de Flash||6571
17860|Alimentación|Alimentación a través de Ethernet IEEE 802.3af/802.3at Tipo 1 Clase 1, 2,2 W máx||6572
17860|Temperatura funcional|De 0 °C a 45 °C / Humedad relativa del 15 al 85 % (sin condensación)||6573
17860|Peso|200 g||6574
17852|Sensor de imagen|CMOS RGB de barrido progresivo de 1/2,7”||6575
17852|Lente|Montura M12, F2.8, iris fijo, resolución megapíxel 2,8 mm / Ángulo de visión horizontal: 118°||6576
17852|Ajuste de ángulo de cámara|Horizontal ±175°, vertical 56°, rotación ±175°||6577
17852|Resolucion|De 1920x1080 (HDTV 1080p) a 320x240||6578
17852|Movimiento|horizontal/vertical y zoom||6579
17852|Memoria|256 MB de RAM, 128 MB de Flash||6580
17852|Alimentación|Alimentación a través de Ethernet IEEE 802.3af/802.3at Tipo 1 Clase 1, 2,7 W máx||6581
17852|Temperatura funcional|De 0 °C a 40 °C / Humedad relativa del 15 al 85 % (sin condensación)||6582
17852|Peso|200 g||6583
17851|Modelo|AXIS M3007-P: 5 MP, 360°/180°, aspecto discreto de detector de humos||6591
17851|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3,2”||6592
17851|Lente|1,3 mm, visión de 187°a||6593
17851|Ajuste de ángulo de cámara|Rotación ±180°||6594
17851|Vídeo inteligente|Detección de movimiento por vídeo, alarma antimanipulación / activa, compatibilidad con la Plataforma de aplicaciones de / cámaras AXIS.||6595
17851|Resolucion|De 2592 x 1944 (5 MP) a 160 x 90||6596
17851|Memoria|512 MB de RAM, 128 MB de Flash||6597
17851|Alimentación|Clase 2, 4,6 W máx.||6598
17851|Movimiento horizontal / vertical y zoom|PTZ digital de áreas de visualización, / posiciones predefinidas, ronda de vigilancia. PT digital de vista / panorámica, doble panorámica y cuádruple||6599
17851|Temperatura funcional|De 0 °C a 45 °C||6600
17851|Peso|570 g||6601
17850|Peso|590 g||6602
17850|Temperatura funcional|De 0 °C a 45 °C||6603
17850|Mov. htzl/vertical y zoom|PTZ digital de áreas de visualización, / posiciones predefinidas, ronda de vigilancia. PT digital de vista / panorámica, doble panorámica y cuádruple||6604
17850|Alimentación|Clase 2, 4,6 W máx.||6605
17850|Memoria|512 MB de RAM, 128 MB de Flash||6606
17850|Velocidad de imagen|12 imágenes por segundo en vista completa de 360° y vistas panorámicas||6607
17850|Resoluciones|De 2592 x 1944 (5 MP) a 160 x 90||6608
17850|Vídeo inteligente|e Detección de movimiento por vídeo, alarma antimanipulación / activa, compatibilidad con la Plataforma de aplicaciones de / cámaras AXIS||6609
17850|Ajuste de ángulo de cámara|Rotación ±180°||6610
17850|Lente|1,3 mm, visión de 187°a||6611
17850|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3,2”||6612
17850|Modelo|5 MP, 360°/180°, a prueba de agresiones y / resistente al polvo.||6613
17848|Sensor de imagen|Escaneo progresivo RGB CMOS de 1/3 "||6614
17848|Ángulo de la cámara|panorámica de 360°, 170 ° inclinación, rotación 340||6615
17848|Resolucion|800x600 a 160x90||6616
17848|Memoria|256 MB de RAM, 128 MB de memoria Flash con batería de respaldo del reloj de tiempo real||6617
17848|Alimentación|Clase 3; max:12.1W||6618
17848|Dimensiones|4.33 x 7.05 x 7.05"||6619
17846|Modelo|AXIS P3354: 1 MP, Lightfinder, a prueba de manipulaciones||6620
17846|Sensor de imagen|2,5–6 mm, visión de 105°–49°, F1.2||6621
17846|Ajuste de ángulo de cámara|Horizontal 360°, vertical 170°, rotación 340°||6622
17846|Resoluciones|1280 x 960b / (aprox. 1,3 MP) a 160 x 90||6623
17846|Memoria|256 MB de RAM, 128 MB de Flash||6624
17846|Alimentación|Clase 2; 5,9 W máx||6625
17846|Mov. htzl/vertical y zoom|PTZ digital||6626
17846|Temperatura funcional|De 0 °C a 50 °C / Humedad relativa del 10 al 85 % RH (sin condensación)||6627
17846|Peso|430 g||6628
17861|Modelo|AXIS P3364-V: 1 MP, Lightfinder, a prueba de agresiones, audio, / puertos de E/S||6629
17861|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3"||6630
17861|Ajuste de ángulo de cámara|Horizontal 360°, vertical 170°, rotación 340°||6631
17861|Resolucion|1280 x 960b / (aprox. 1,3 MP) a 160 x 90||6632
17861|Memoria|256 MB de RAM, 128 MB de Flash||6633
17861|Movimiento|Horizontal/vertical y zoom||6634
17861|Alimentación|Clase 2; 5,9 W máx||6635
17861|Temperatura funcional|De0 °C a 50 °C / Humedad relativa del 10 al 85 % RH (sin condensación)||6636
17861|Peso|650 g||6637
17861|Lente|Varifocal, zoom y enfoque remotos, control de iris de tipo P, / corrección por infrarrojos, resolución megapíxel, 3,3–12 mm, visión de 82°–24°, F1.4||6638
17845|Modelo|AXIS P3364-LV: 1 MP, iluminación con infrarrojos, Lightfinder, a / prueba de agresiones, audio, puertos de E/S.||6639
17845|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3"||6640
17845|Lente|2,5–6 mm, visión de 105°–49°, F1.2||6641
17845|Ajuste de ángulo de cámara|Horizontal 360°, vertical 170°, rotación 340°||6642
17845|Resoluciones|1280 x 960b / (aprox. 1,3 MP) a 160 x 90||6643
17845|Memoria|256 MB de RAM, 128 MB de Flash||6644
17845|Alimentación|iluminación con infrarrojos activada: clase 3; 12,1 W máx. Iluminación con infrarrojos desactivada: clase 2; 5,9 W máx.||6645
17845|Movimiento|Horizontal/vertical / y zoom, PTZ digital||6646
17845|Peso|670 g||6647
17843|Modelo|AXIS P3384-VE: 1 MP, amplio rango dinámico con captura dinámica, Lightfinder||6648
17843|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3".||6649
17843|Lente|3-9 mm, visión de 84°-30°, F1.2||6650
17843|Ajuste de ángulo de cámara|Horizontal 360°, vertical 160°, rotación 340°||6651
17843|Resoluciones|De 1280 x 960b / (aprox. 1,3 MP) a 160 x 90||6652
17843|Memoria|256 MB de RAM, 128 MB de Flash||6653
17843|Alimentación|12,1 W máx.||6654
17843|Movimiento|Horizontal/vertical y zoom, PTZ digital||6655
17843|Peso|1,7 kg, con parasol||6656
17822|Modelo|AXIS M2014-E:HDTV 720p, unidad de cámara con clasificación IP66||6657
17822|Sensor de imagen|CMOS RGB de barrido progresivo de 1/4”||6658
17822|Lente|2,8 mm: visión de 81°, F2.0, iris fijo, enfoque fijo||6659
17822|Memoria|256 MB de RAM, 128 MB de Flash||6660
17822|Alimentación|Alimentación a través de Ethernet IEEE 802.3af Clase 2 (máx. 6,49 W) / 8–28 V CC máx. 4,7 W||6661
17822|Resoluciones|De 1280x720 a 320x180||6662
17822|Temperatura funcional|De -20 °C a 50 °C / Humedad relativa del 10 al 85 % (sin condensación)||6663
17822|Peso|Unidad principal: 109 g / Unidad de cámara: 270 g||6664
17822|Vídeo inteligente|Detección de movimiento por vídeo, alarma antimanipulación / activa, compatibilidad con la Plataforma de aplicaciones de / cámaras AXIS||6665
17821|Modelo|AXIS P1357/-E: 3MP / 5 MP||6666
17821|Sensor de imagen|RGB/CMOS de barrido progresivo de 1/3,2”||6667
17821|Lente|Varifocal 2,8 – 8 mm: visión de 80° – 32°, F1.2||6668
17821|Resoluciones|De 2592x1944 (5 MP) a 160x90||6669
17821|De día y de noche|Filtro de infrarrojos extraíble automáticamente||6670
17821|Alimentación|Alimentación a través de Ethernet (PoE) IEEE 802.3af máx. 12,95 W o High PoE máx. 25,5 W||6671
17821|Temperatura funcional|-30 °C a 50 °C con PoE; mínimo de hasta -40 °C con High PoE Humedad relativa del 10 – 100 % (condensación)||6672
17821|Vídeo inteligente|Detección de movimiento por vídeo, alarma antimanipulación / activa, detección de audio, Plataforma de aplicaciones de / cámaras AXIS||6673
17821|Peso|3,1 kg||6674
17820|Vídeo inteligente|Detección de movimiento por vídeo, alarma antimanipulación / activa, detección de audio, Plataforma de aplicaciones de / cámaras AXIS||6675
17820|Alimentación|Alimentación a través de Ethernet (PoE) IEEE 802.3af máx. 12,95 W o High PoE máx. 25,5 W||6676
17820|Temperatura funcional|-30 °C a 50 °C con PoE; mínimo de hasta -40 °C con High PoE Humedad relativa del 10 – 100 % (condensación)||6677
17820|Lente|Varifocal 2,8 – 8 mm: visión de 80° – 32°, F1.2||6678
17820|Modelo|AXIS P1357/-E: 3MP / 5 MP||6679
17820|Resoluciones|De 2592x1944 (5 MP) a 160x90||6680
17820|Sensor de imagen|RGB/CMOS de barrido progresivo de 1/3,2”||6681
17818|Modelo|AXIS M1025: Conexión por cable, alimentación a través de Ethernet: 2 MP/HDTV 1080p||6683
17818|Resoluciones|1920x1080 (HDTV 1080p) a 320x240||6684
17818|Sensor de imagen|CMOS RGB de barrido progresivo de 1/2,7”||6685
17818|Lente|3,6 mm: visión de 94°, F2.8, iris fijo, enfoque ajustable||6686
17818|Movimiento|Horizontal/vertical y zoom, PTZ digital||6687
17818|Alimentación|4,9–5,1 V CC, 2,4 W max.; alimentación a través de Ethernet IEEE 802.3af/IEEE 802.3at Tipo 1 Clase 1 (3,84 W máx.)||6688
17818|Vídeo inteligente|Detección de movimiento por vídeo y alarma antimanipulación / activa||6689
17818|Temp de funcionamiento|de 0 °C a 50 °C||6690
17818|Peso|144 g||6691
17819|Modelo|AXIS M3026-VE: 3 MP / HDTV 1080p||6692
17819|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3,6” (efectivo)||6693
17819|Lente|2,0 mm, visión de 106°, F2.0||6694
17819|Ajuste de ángulo de cámara|Horizontal ±175°, vertical 70°, / rotación ±180°||6695
17819|Resoluciones|De 2048 x 1536 (3 MP) a 160 x 120||6696
17819|Memoria|512 MB de RAM, 128 MB de Flash||6697
17819|Alimentación|Clase 2, 4,5 W máx||6698
17819|Mov. htzl /vertical y zoom|PTZ digital, posiciones predefinidas, ronda de vigilancia||6699
17834|Modelo|Extensión PoE AXIS T8129||6700
17834|Ancho de banda Máx|10/100 Mbps semidúplex/dúplex completo||6701
17834|Conectores|RJ45 blindados, EIA 568A y 568B||6702
17834|Montaje|En pared o estante||6703
17834|Entorno|Para interiores||6704
17834|Temperatura funcional|De -10 ˚C a 50 ˚C / Humedad relativa: 85% como máximo (sin condensación||6705
17834|Almacenamiento|De -40 ˚C a 74 ˚C||6706
17834|Dimensiones|105 x 40 x 22 mm (Alt. x Anch. x Prof.)||6707
17834|Peso|45 g||6708
17833|Modelo|AXIS P1355/-E: HDTV 1080p||6709
17833|Sensor de imagen|RGB/CMOS de barrido progresivo de 1/2,8”||6710
17833|Resoluciones|De 1920x1080 (HDTV) a 160x90||6711
17833|Lente|Varifocal 2,8 – 8 mm: visión de 80° – 39°, F1.2||6712
17833|Alimentación|Alimentación a través de Ethernet (PoE) IEEE 802.3af máx. 12,95 W o High PoE máx. 25,5 W||6713
17833|Temperatura funcional|-30 °C a 50 °C con PoE; mínimo de hasta -40 °C con High PoE / Humedad relativa del 10 – 100 % (condensación)||6714
17833|Peso|3,1 kg||6715
17832|Modelo|1 MP, iluminación con infrarrojos, Lightfinder||6716
17832|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3"||6717
17832|Ajuste de ángulo de cámara|Horizontal 360°, vertical 170°, rotación 340°||6718
17832|Resoluciones|De 1280 x 960b / (aprox. 1,3 MP) a 160 x 90||6719
17832|Alimentación|Alimentación a través de Ethernet / IEEE802.3af / 802.3at Tipo 1 Clase 3 12,1 W máx||6720
17832|Mov. htzl/vertical y zoom|PTZ digital||6721
17832|Temperatura funcional|De -40 °C a 55 °C / Humedad relativa del 10 al 100 % (con condensación)||6722
17832|Peso|1,4 kg, sin parasol||6723
17817|Modelo|Conexión por cable e inalámbrica: / 1 MP/HDTV 720p||6724
17817|Resoluciones|1280x800 a 320x240||6725
17817|Sensor de imagen|CMOS RGB de barrido progresivo de 1/4”||6726
17817|Lente|2,8 mm: visión de 80°, F2.0, iris fijo, enfoque ajustable||6727
17817|Mov. htzl / vertical y zoom|PTZ digital||6728
17817|Alimentación|4,9–5,1 V CC, 6,5 W máx||6729
17817|Temperatura funcional|de 0 °C a 40 °C / Humedad relativa del 20 al 80 % (sin condensación)||6730
17831|Modelo|AXIS M3024-LVE: 1 MP / HDTV 720p, iluminación con / infrarrojos||6731
17831|Sensor de imagen|CMOS RGB de barrido progresivo de 1/4”||6732
17831|Lente|2,8 mm, visión de 77 °, F2.0||6733
17831|Ajuste de ángulo de cámara|Horizontal ±175°, vertical 65°, rotación / ±180°||6734
17831|Resoluciones|De 1280 x 800 (1MP) a 320 x 240||6735
17831|Memoria|256 MB de RAM, 128 MB de Flash||6736
17831|Alimentación|Alimentación a través de Ethernet IEEE 802.3af/802.3at Tipo 1 Clase 2, 6,3 W máx||6737
17831|Mov. htzl / vertical y zoom|PTZ digital||6738
17831|Temperatura funcional|De -30 °C a 50 °C / Humedad relativa del 10 al 100 % (con condensación)||6739
17904|Dimensiones|150x109x28mm||6741
17904|Peso|220g||6742
17904|Interfaces|Ocho interfaces analogicas||6743
17904|USB|1.1 y 2.0||6744
17904|Conector|x8 RJ11||6745
17907|Interfaces|2 Interfaces analogicas||6746
17830|Carga máxima|15 kg||6747
17830|Entorno|Interior/Exterior||6748
17830|Peso|1,2 kg||6749
17829|Sensor de imagen|CMOS RGB de barrido progresivo de 1/2,9"||6750
17829|Lente|4,7–84,6 mm: visión de 59° a 4°, F1.6–2.8, enfoque automático, / funcionamiento diurno/nocturno automático||6751
17829|Resoluciones|1920 x 1080 (HDTV 1080 p) a 320 x 180||6752
17829|Memoria|256 MB de RAM, 128 MB de Flash||6753
17829|Alimentación|Alimentación a través de Ethernet IEEE 802.3af; máx. 12,95 W8-28 V CC máx. 15,2 W, 20-24 V CA máx. 22,0 VA||6754
17829|Mov. htzl / vertical y zoom|Zoom óptico de 18x y digital de 12x / Posiciones predefinidas||6755
17829|Temperatura funcional|De -40 °C a 50 °C / Humedad relativa: del 10 al 100 % (con condensación)||6756
17829|Peso|1,8 kg incluido el soporte||6757
17828|Sensor de imagen|CMOS RGB de barrido progresivo de 1/2,8"||6758
17828|Lente|4,7–84,6 mm, F1.6–2.8 / Ángulo de visión horizontal: 59°–4° / Ángulo de visión vertical: 35°–2° / Enfoque automático||6759
17828|Mov. htzl / vertical y zoom|Zoom óptico de 18x y digital de 12x (total de 216x) / 100 posiciones predefinidas, ronda de vigilancia limitada, cola de / control, ventana de enfoque, indicador de la dirección en pantalla / Horizontal: ± 135°a / 0,2° – 350°/s / Vertical: 0°–90° / 0,2° – 350°/s||6760
17828|Resoluciones|De 1280x720 a 160x90||6761
17828|Memoria|256 MB de RAM, 128 MB de Flash||6762
17828|Alimentación|100 – 240 V CA, 37 W máx. / IEEE 802.3at Tipo 2 Clase 4||6763
17828|Temperatura funcional|De -20 °C a 50 °C / Humedad relativa: del 10 al 100 % (con condensación)||6764
17828|Temperatura almacenamiento|De -40 °C a 65 °C / Humedad relativa: del 10 al 80 % (sin condensación)||6765
17828|Dimensiones|265 x 169 x 224||6766
17828|Peso|3,5 kg||6767
17827|Sensor de imagen|ExView CCD HAD de barrido progresivo de 1/4”||6768
17827|Lente|f=3,3-119 mm, F1.4–4.2, / enfoque automático, visión 57,2° – 1,7°a||6769
17827|Mov. htzl / vertical y zoom|zoom óptico de 36x y digital de 12x / (total de 432x||6770
17827|Resoluciones|Ampliada D1 736x576 a 176x144 (50 Hz), / Ampliada D1 752x480 a 176x120 (60 Hz)||6771
17827|Memoria|512 MB de RAM, 128 MB de Flash||6772
17827|Alimentación|Admite alimentación de alta potencia a través de Ethernet (HighPoE), máx. 60 W Midspan High PoE 60 W Axis de 1 puerto: 100 – 240 V CA, 74 W máx.||6773
17827|Temperatura funcional|Con 30 W: De -20 °C a 50 °C / Con 60 W*: De -50 °C a 50 °C / Humedad relativa del 10 al 100 % (con condensación)||6774
17827|Temperatura almacenamiento|De -50 °C a 60 °C||6775
17827|Peso|3,7 kg||6776
17826|Sensor de imagen|CCD de barrido progresivo de 1/3”||6777
17826|Lente|f=4,4-132 mm, F1.4–4.6, enfoque automático, visión 62,9° – 2,2°a||6778
17826|Mov. htzl / vertical y zoom|zoom óptico de 30x y digital de 12x / (total de 360x)||6779
17826|Memoria|512 MB de RAM, 128 MB de Flash||6780
17826|Alimentación|Admite alimentación de alta potencia a través de Ethernet (High PoE), máx. 60 W Midspan High PoE 60 W Axis de 1 puerto: 100 – 240 V CA, 74 W máx.||6781
17826|Resoluciones|1280x720 (HDTV 720p) a 320x180||6782
17826|Temperatura funcional|Con 30 W: De -20 °C a 50 °C Con 60 W*: De -50°C a 50 °C Humedad relativa del 10 al 100 % (con condensación)||6783
17826|Temperatura en almacen|De -50 °C a 60 °C||6784
17826|Peso|3,7 kg||6785
17825|Sensor de imagen|CMOS de barrido progresivo de 1/2,8”||6786
17825|Lente|f=4,44-142,6 mm, F1.6–4.41, / enfoque automático, visión 62,8° –2,23°a||6787
17825|Mov. htzl / vertical y zoom|zoom óptico de 32x y digital de 12x / (total de 384x)||6788
17825|Memoria|512 MB de RAM, 128 MB de Flash||6789
17825|Alimentación|Admite alimentación de alta potencia a través de Ethernet (High PoE), máx. 60 W Midspan High PoE 60 W Axis de 1 puerto: 100 – 240 V CA, 74 W máx.||6790
17825|Resoluciones|1920x1080 (HDTV 1080p) a 320x180||6791
17825|Temperatura funcional|Con 30 W: De -20 °C a 50 °C Con 60 W*: De -50 °C a 50 °C Humedad relativa del 10 al 100 % (con condensación)||6792
17825|Temperatura de almacen|De -50 °C a 60 °C||6793
17825|Peso|3,7 kg||6794
17824|Resoluciones|De 176 x 120 a 720 x 576, de 176 x 120 a 1536 x 1152 para / vista cuádruple||6795
17824|Memoria|4x 512 MB de RAM, 4x 128 MB de Flash||6796
17824|Alimentación|Fuente de alimentación PS-P de AXIS 12 V CC, 17 W||6797
17824|Almacenamiento local|4 ranuras microSD/microSDHC/microSDXC compatibles con / tarjetas de memoria de hasta 64 GB (tarjetas no incluidas) / Compatible con la grabación en recursos compartidos de red / (almacenamiento conectado a la red o servidor de archivos)||6798
17824|Temperatura funcional|De 0 °C a 50 °C / Humedad relativa: del 20 al 80 % (sin condensación)||6799
17824|Peso|1850 g||6800
17823|Sensor de imagen|CMOS RGB de barrido progresivo de 1/3"||6801
17823|Lente|Varifocal, corrección por infrarrojos, montura CS 2,8-8 mm, F1.2 Ángulo de visión horizontal: 80°–34° iris tipo P||6802
17823|Mov. htzl / vertical y zoom|PTZ digital, controlador PTZ cargable (Pelco D preinstalado)||6803
17823|Memoria|256 MB de RAM, 128 MB de Flash||6804
17823|Resoluciones|Ampliada D1: De 768x576 a 160x90 / HDTV 720p 50/60 imágenes por segundo: De 1280x720 a 160x90 / HDTV 720p 25/30 imágenes por segundo: 1280x960 a 160x90||6805
17823|Temperatura funcional|De -30 °C a 50 °C con PoE Mínimo de hasta -40 °C con midspan High PoE de Axis, 30 W máx. / Humedad relativa del 10 al 100 % (condensación)||6806
17823|Temperatura de almacen|De -40 °C a 65 °C||6807
17823|Peso|3525 g||6808
17823|Dimensiones|161x142x404 mm||6809
17907|Conector|2xRJ11||6939
17907|Dimensiones|76x55x19mm||6940
17907|Peso|64g||6941
17910|Conectores Modulares|RJ-11/12/14||6942
17910|Herramienta de Crimpado, Tipo:|Trinquete||6943
17911|Material de la cinta|Acero Revenido||6944
17911|Perfil de la cinta|Plano||6945
17911|Estilo de estuche|Giratoria||6946
17911|Material del estuche|Plastico||6947
17911|Diametro del estuche|12"||6948
17911|Longitud|40 M||6949
17941|Numero de Lineas|3||6950
17933|Fuente Luminosa|LED color Rojo por segundo||7016
17933|Rango de exploraciòn|100 exploraciones por segundo||7017
17933|Resoluciòn|0.10mm (4mil) PSC0.9||7018
17933|Distancia de lectura|0-20mm (100 UPC/EAN)||7019
17933|Contraste|30% mínimo diferencia reflexiva||7020
17933|Dimensiones|173(L) mm x 90 (A) mm x 66 (A) mm||7021
17933|Peso|235 gramos||7022
17933|Voltaje Requerido|5 VDC+/-5%||7023
17933|Color|Negro||7024
17934|Tipo de Lector|ccd (charge couple device)||7025
17934|Fuente Luminosa|Led color rojo de 635nm||7026
17934|Interfaz|USB||7027
17934|Rango de exploraciòn|300 exploraciones por segundo||7028
17934|Resoluciòn|0.10mm (4mil) pcs90% ||7029
17934|Distancia de Lectura|260mm a 20mil/0.5mm, pcs90% / ||7030
17934|Voltaje de entrada|5 DC||7031
17934|Consumo de Corriente|180ma||7032
17934|Peso|130 g||7033
17935|Tipo de Lector|Laser unidireccional||7034
17935|Fuente Luminosa|Diodo Laser 650 - 670 mm||7035
17935|Velocidad|100 lecturas por segundo||7036
17935|Resoluciòn|.01 mm (4 mil)||7037
17935|Distancia de Lectura|25 a 300 mm||7038
17935|Dimensiones|200 (L) mm x 72 (A) mm x 59 (A) mm||7039
17935|Voltaje Requerido|5 VDC+/-5%||7040
17935|Consumo de corriente|100mA (Idle Corriente <40mA)||7041
17925|Tecnologìa de Impresiòn|Térmico Directo||7042
17925|Velocidad de Impresiòn|90 mm/seg.||7043
17925|Ancho de la impresiòn|58 mm||7044
