5304UE 0081000	395.557626	70,000	FT	2	39	3	2
5120FL 0021000	383.342314	14,000	FT	2	39	3	2
5506FE 008U1000	300.557165	4,000	FT	2	39	3	2
5320UL 0021000	154.708949	37,000	FT	2	39	3	2
5504UE 0081000	194.696297	22,000	FT	2	39	3	2
5120UL 0021000	316.127056	55,000	FT	2	39	3	2
6220FL 0021000	269.696736	1,000	FT	2	39	3	2
5320UJ 002U1000	350.063653	7,000	FT	2	39	3	2
5302FE 0081000	308.076162	45,000	FT	2	39	3	2
5320FL 0021000	166.380136	32,000	FT	2	39	3	2
C6D1108004	8.02455827	10	EA	2	39	3	2
FD4D012R9	1.97004481	4,300	FT	2	39	3	2
5504FE 0081000	239.646145	91,500	FT	2	39	3	2
5220UL 0021000	217.228361	33,000	FT	2	39	3	2
5304FE 0081000	480.089432	1,000	FT	2	39	3	2
10GXS33 0021000	1199.69238	18,000	FT	2	39	3	2
C501109004	5.09747331	170	EA	2	39	3	2
5502UE 0081000	151.215635	59,000	FT	2	39	3	2
5302UE 0081000	256.139686	99,000	FT	2	39	3	2
C6T1109007	12.8534959	30	EA	2	39	3	2
10GXS12 0091000	353.714985	3,000	FT	2	39	3	2
2412 0061000	161.655133	52,000	FT	2	39	3	2
5502FE 0081000	175.367378	104,600	FT	2	39	3	2
C601106007	7.92673795	26	EA	2	39	3	2
C601108007	7.92673795	21	EA	2	39	3	2
2412 0081000	161.655133	3,000	FT	2	39	3	2
9463 J226000	2075.05351	2,445	FT	2	39	3	2
AX101320	6.43921068	218	EA	2	39	3	2
6304FE 8771000	508.671777	14,000	FT	2	39	3	2
XDR8419-310N	339.610047	2	EA	2	39	3	2
AX101326	5.87815471	88	EA	2	39	3	2
AX101321	6.43921068	25	EA	2	39	3	2
AX102282	10.6831076	0	EA	2	39	3	2
XM01008001U1000	232.036853	0	FT	2	39	3	2
YM48992003U1000	197.780929	0	FT	2	39	3	2
RVUDCBK-B24	6.26849541	0	Pack	2	39	3	2
FP4SDSD003M	32.6099086	0	EA	2	39	3	2
C501109010	6.56101579	0	EA	2	39	3	2
CAT1109004	16.3049543	0	EA	2	39	3	2
AX101743	98.6710746	0	EA	2	39	3	2
CA21108000F6	13.0731214	0	EA	2	39	3	2
AX104939	15.3051177	0	EA	2	39	3	2
CAT1109010	20.8169165	0	EA	2	39	3	2
C601106004	6.43921068	0	EA	2	39	3	2
CAD1106004	14.4266160	0	EA	2	39	3	2
AX105202-B25	387.025155	0	Pack	2	39	3	2
BHVHH10	966.696614	0	EA	2	39	3	2
A0405539	0.37811316	0	EA	2	39	3	2
AX102271	14.0974130	0	EA	2	39	3	2
AX102660	2.56119934	0	EA	2	39	3	2
FPSLDSD003M	32.6099086	0	EA	2	39	3	2
A0405257	3.32918291	0	EA	2	39	3	2
RV6MJKUBK-S1	6.56101579	0	EA	2	39	3	2
AX102285	11.7073992	0	EA	2	39	3	2
CA21109004	11.8414319	0	EA	2	39	3	2
RV6FFPUBK18-S1	14.0612007	0	EA	2	39	3	2
CA22106004	14.4148587	0	EA	2	39	3	2
10250-712	149.692366	62	EA	2	33	3	2
11421-712	45.8589184	75	EA	2	33	3	2
11302-701	18.6667506	39	EA	2	33	3	2
55053-703	224.628375	63	EA	2	33	3	2
11301-701	17.8719605	29	EA	2	33	3	2
10250-718	171.205312	13	EA	2	33	3	2
10506-706	71.8720692	7	Pack	2	33	3	2
11421-718	52.4486219	6	EA	2	33	3	2
10595-712	63.0386121	21	EA	2	33	3	2
10642-001	10.9873852	32	Pair	2	33	3	2
10610-019	84.3333433	120	EA	2	33	3	2
13912-703	353.013312	9	EA	2	33	3	2
40164-001	44.4104252	4	EA	2	33	3	2
12100-712	45.2823429	43	EA	2	33	3	2
30139-719	73.0002949	5	EA	2	33	3	2
13930-702	63.7948385	1	EA	2	33	3	2
11302-001	16.0002063	14	EA	2	33	3	2
11301-001	15.3206373	3	EA	2	33	3	2
40074-700	132.705491	38	EA	2	33	3	2
40972-001	151.128632	6	EA	2	33	3	2
11310-001	44.0769896	3	EA	2	33	3	2
12816-701	109.859273	15	EA	2	33	3	2
76543-001	46.9358825	29	Pack	2	33	3	2
10506-702	60.0000684	48	EA	2	33	3	2
30330-719	86.5131375	99	EA	2	33	3	2
10506-716	153.666787	15	EA	2	33	3	2
13930-701	55.2694213	109	EA	2	33	3	2
12730-712	72.2309005	17	EA	2	33	3	2
14304-712	44.4489890	6	EA	2	33	3	2
12101-711	56.7564783	31	EA	2	33	3	2
15217-703	858.680877	6	EA	2	33	3	2
12816-703	152.077207	56	EA	2	33	3	2
10822-712	173.205455	5	EA	2	33	3	2
12820-701	137.307749	11	EA	2	33	3	2
40095-703	1146.63003	5	EA	2	33	3	2
10562-001	57.6025300	2	EA	2	33	3	2
12637-001	66.0258942	24	Pack	2	33	3	2
34537-001	69.5770540	93	Pack	2	33	3	2
10723-712	148.218007	5	EA	2	33	3	2
10724-712	148.218007	44	EA	2	33	3	2
12848-701	196.410504	11	EA	2	33	3	2
13517-701	196.859161	2	EA	2	33	3	2
11309-E01	65.8848072	2	EA	2	33	3	2
10595-E12	69.3588394	3	EA	2	33	3	2
11440-004	77.4102042	14	EA	2	33	3	2
11900-736	1045.38600	3	EA	2	33	3	2
11900-724	937.988702	2	EA	2	33	3	2
35882-5A2	2140.10543	10	EA	2	33	3	2
32650-702	53.4098947	8	EA	2	33	3	2
32622-E03	1246.63156	2	EA	2	33	3	2
32651-001	29.5699540	4	EA	2	33	3	2
32601-E00	47.9700502	6	EA	2	33	3	2
39133-001	100.320851	3	EA	2	33	3	2
04003-001	1.06990975	92	EA	2	33	3	2
11901-724	922.552373	1	EA	2	33	3	2
11900-748	1256.92480	3	EA	2	33	3	2
10250-712	149.692366	62	EA	2	33	3	2
11421-712	45.8589184	75	EA	2	33	3	2
11302-701	18.6667506	39	EA	2	33	3	2
55053-703	224.628375	63	EA	2	33	3	2
11301-701	17.8719605	29	EA	2	33	3	2
10250-718	171.205312	13	EA	2	33	3	2
10506-706	71.8720692	7	Pack	2	33	3	2
11421-718	52.4486219	6	EA	2	33	3	2
10608-701	26.6536857	0	Pack	2	33	3	2
10595-712	63.0386121	21	EA	2	33	3	2
10642-001	10.9873852	32	Pair	2	33	3	2
10610-019	84.3333433	120	EA	2	33	3	2
13912-703	353.013312	9	EA	2	33	3	2
40164-001	44.4104252	4	EA	2	33	3	2
12100-712	45.2823429	43	EA	2	33	3	2
30139-719	73.0002949	5	EA	2	33	3	2
35441-702	85.9614873	0	EA	2	33	3	2
13930-702	63.7948385	1	EA	2	33	3	2
11302-001	16.0002063	14	EA	2	33	3	2
66353-703	466.500873	0	EA	2	33	3	2
11301-001	15.3206373	3	EA	2	33	3	2
40074-700	132.705491	38	EA	2	33	3	2
40972-001	151.128632	6	EA	2	33	3	2
30530-719	102.923436	0	EA	2	33	3	2
11310-001	44.0769896	3	EA	2	33	3	2
12816-701	109.859273	15	EA	2	33	3	2
76543-001	46.9358825	29	Pack	2	33	3	2
10506-702	60.0000684	48	EA	2	33	3	2
30330-719	86.5131375	99	EA	2	33	3	2
10506-716	153.666787	15	EA	2	33	3	2
13930-701	55.2694213	109	EA	2	33	3	2
12730-712	72.2309005	17	EA	2	33	3	2
11302-702	17.5126590	0	EA	2	33	3	2
14304-712	44.4489890	6	EA	2	33	3	2
12101-711	56.7564783	31	EA	2	33	3	2
15217-703	858.680877	6	EA	2	33	3	2
12816-703	152.077207	56	EA	2	33	3	2
10758-701	121.166926	0	EA	2	33	3	2
38645-700	72.6922550	0	EA	2	33	3	2
10822-712	173.205455	5	EA	2	33	3	2
12820-701	137.307749	11	EA	2	33	3	2
40095-703	1146.63003	5	EA	2	33	3	2
40159-008	60.4101613	0	EA	2	33	3	2
11252-712	184.154277	0	EA	2	33	3	2
11308-001	8.02549885	0	EA	2	33	3	2
10562-001	57.6025300	2	EA	2	33	3	2
12637-001	66.0258942	24	Pack	2	33	3	2
14305-700	48.91016	0	EA	2	33	3	2
34537-001	69.5770540	93	Pack	2	33	3	2
10723-712	148.218007	5	EA	2	33	3	2
10724-712	148.218007	44	EA	2	33	3	2
11312-E18	116.820506	0	EA	2	33	3	2
14304-E18	71.7436800	0	EA	2	33	3	2
12848-701	196.410504	11	EA	2	33	3	2
13517-701	196.859161	2	EA	2	33	3	2
14308-002	1154.71949	0	Pack	2	33	3	2
11309-E01	65.8848072	2	EA	2	33	3	2
10595-E12	69.3588394	3	EA	2	33	3	2
11440-004	77.4102042	14	EA	2	33	3	2
11900-736	1045.38600	3	EA	2	33	3	2
11900-724	937.988702	2	EA	2	33	3	2
35882-5A2	2140.10543	10	EA	2	33	3	2
76543-001	46.9358825	0	EA	2	33	3	2
35512-E03	1056.21960	0	EA	2	33	3	2
32650-702	53.4098947	8	EA	2	33	3	2
32622-E03	1246.63156	2	EA	2	33	3	2
32651-001	29.5699540	4	EA	2	33	3	2
32601-E00	47.9700502	6	EA	2	33	3	2
14303-710	370.051919	0	Pack	2	33	3	2
14302-718	104.192279	0	Pack	2	33	3	2
14302-724	135.577082	0	Pack	2	33	3	2
14302-712	82.7051994	0	Pack	2	33	3	2
39133-001	100.320851	3	EA	2	33	3	2
04003-001	1.06990975	92	EA	2	33	3	2
11901-724	922.552373	1	EA	2	33	3	2
11900-748	1256.92480	3	EA	2	33	3	2
107067928	20.6165730	5	Pack	2	304	3	2
FEXLCLC42-MXF010	54.1891652	3	EA	2	304	3	2
760242344	19.5137429	88	EA	2	304	3	2
CPC3312-0LF007	14.5343124	30	EA	2	304	3	2
760053843	0.60808497	41,071	FT	2	304	3	2
760053843	0.71625167	353	FT	2	304	3	2
760034181	3.72986999	354	EA	2	304	3	2
FEXLCLC42-MXF035	71.7432097	2	EA	2	304	3	2
FEXLCLC42-MXF006	51.3782419	2	EA	2	304	3	2
NPC06UVDB-GY007F	6.9885094	50	EA	2	304	3	2
CPCSSY2-0ZF017	35.1372470	49	EA	2	304	3	2
CPCSSY2-0ZF020	38.8628844	35	EA	2	304	3	2
CPCSSY2-0ZF023	42.5753537	85	EA	2	304	3	2
NPC06UVDB-GY005F	6.39782516	22	EA	2	304	3	2
760249998	279.108649	5	EA	2	304	3	2
760112656	1.52703163	1,259	FT	2	304	3	2
760112433	1.18936341	360	FT	2	304	3	2
CPCSSY2-0ZF007	22.7262939	10	EA	2	304	3	2
760112664	1.70009835	982	FT	2	304	3	2
760209965	767.528329	1	EA	2	304	3	2
UTG760250787	569.627475	3,000	FT	2	304	3	2
760034215	2.60822834	12	EA	2	304	3	2
760237876	2106.33155	2	EA	2	304	3	2
760100867	11.8494268	5	EA	2	304	3	2
760027516	21.5900733	9	EA	2	304	3	2
CPCSSY2-09F015	41.5204932	100	EA	2	304	3	2
760109298	41.5675222	23	EA	2	304	3	2
760234921	8.12331917	1	EA	2	304	3	2
760198325	51.2705455	24	EA	2	304	3	2
6588612-1	0.1598986	2,000	EA	2	304	3	2
FDXLCLC42-AXF015	41.6399468	8	EA	2	304	3	2
FDXLCLC42-AXF010	53.2434120	43	EA	2	304	3	2
760239822	62.3562213	23	EA	2	304	3	2
108356312	79.0548084	113	EA	2	304	3	2
760147736	14.9726227	68	EA	2	304	3	2
760242975	69.1486198	11	EA	2	304	3	2
700011125	12.6484495	8	EA	2	304	3	2
FAXLCUC0C-XXF010	175.838138	109	EA	2	304	3	2
1-2111008-3	1.95452524	325	EA	2	304	3	2
CPC3312-07F007	13.8768470	19	EA	2	304	3	2
